20201229119,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
20201229120,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229121,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:H
20201229122,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
20201229123,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
20201229124,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229125,(AV:N/AC:L/Au:S/C:P/I:P/A:P)
20201229126,(AV:N/AC:M/Au:N/C:N/I:N/A:P)
20201229127,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
20201229128,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
20201229129,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229130,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229131,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
20201229132,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
20201229133,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H
20201229134,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
20201229135,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
20201229136,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
20201229137,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
20201229138,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
20201229139,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
20201229140,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
20201229141,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
20201229142,(AV:N/AC:L/Au:S/C:N/I:P/A:N)
20201229143,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N
20201229144,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
20201229145,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229146,(AV:A/AC:L/Au:N/C:C/I:C/A:C)
20201229147,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
20201229148,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
20201229149,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229150,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
20201229151,(AV:N/AC:L/Au:N/C:N/I:N/A:P)
20201229152,(AV:N/AC:L/Au:N/C:N/I:N/A:P)
20201229153,(AV:A/AC:L/Au:N/C:C/I:C/A:C)
20201229154,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
20201229155,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
20201229156,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
20201229157,(AV:N/AC:M/Au:N/C:P/I:N/A:N)
20201229158,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
20201229159,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229160,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229161,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229162,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
20201229163,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
20201229164,(AV:A/AC:L/Au:N/C:C/I:C/A:C)
20201229165,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
20201229166,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
20201229167,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229168,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
20201229169,(AV:L/AC:L/Au:N/C:P/I:N/A:N)
20201229170,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H
20201229171,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229172,(AV:N/AC:M/Au:N/C:N/I:P/A:N)
20201229173,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229174,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H
20201229175,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229176,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
20201229177,(AV:N/AC:M/Au:S/C:N/I:P/A:N)
20201229178,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229179,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229180,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229181,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229182,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
20201229183,(AV:N/AC:L/Au:N/C:P/I:P/A:C)
20201229184,(AV:N/AC:M/Au:N/C:P/I:N/A:N)
20201229185,(AV:N/AC:M/Au:N/C:N/I:N/A:P)
20201229186,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H
20201229187,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229188,(AV:N/AC:M/Au:N/C:N/I:P/A:N)
20201229189,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
20201229190,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H
20201229191,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
20201229192,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
20201229193,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
20201229194,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
20201229195,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
20201229196,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N
20201229197,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L
20201229198,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N
20201229199,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N
20201229200,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
